,sid,datetime,temperature,precipitation,wind_speed
3661,433,2019-02-03 13:00:00,2.1,0.0,4.8
3662,433,2019-02-03 14:00:00,2.1,0.0,5.1
3663,433,2019-02-03 15:00:00,2.1,0.0,5.3
3664,433,2019-02-03 16:00:00,1.9,0.0,5.2
3665,433,2019-02-03 17:00:00,1.6,0.0,6.6
3666,433,2019-02-03 18:00:00,1.6,0.0,5.2
3667,433,2019-02-03 19:00:00,1.5,0.0,5.4
3668,433,2019-02-03 20:00:00,1.4,0.0,6.1
3669,433,2019-02-03 21:00:00,1.3,0.0,6.9
3670,433,2019-02-03 22:00:00,1.0,0.0,6.1
3671,433,2019-02-03 23:00:00,0.3,0.0,5.3
3672,433,2019-02-04 00:00:00,-0.2,0.0,4.1
3673,433,2019-02-04 01:00:00,-0.3,0.0,4.0
3674,433,2019-02-04 02:00:00,-0.9,0.0,3.0
3675,433,2019-02-04 03:00:00,-1.1,0.0,2.5
3676,433,2019-02-04 04:00:00,-1.2,0.0,1.9
3677,433,2019-02-04 05:00:00,-0.8,0.0,2.4
3678,433,2019-02-04 06:00:00,-1.1,0.0,2.3
3679,433,2019-02-04 07:00:00,-1.2,0.0,1.3
3680,433,2019-02-04 08:00:00,-0.5,0.0,1.4
3681,433,2019-02-04 09:00:00,1.0,0.0,1.8
3682,433,2019-02-04 10:00:00,2.6,0.0,2.9
3683,433,2019-02-04 11:00:00,4.0,0.0,3.3
3684,433,2019-02-04 12:00:00,4.9,0.0,3.2
3685,433,2019-02-04 13:00:00,5.4,0.0,4.6
3686,433,2019-02-04 14:00:00,5.5,0.0,4.6
3687,433,2019-02-04 15:00:00,4.7,0.0,4.0
3688,433,2019-02-04 16:00:00,3.3,0.0,3.6
3689,433,2019-02-04 17:00:00,2.0,0.0,3.0
3690,433,2019-02-04 18:00:00,1.2,0.0,2.4
3691,433,2019-02-04 19:00:00,1.1,0.0,3.8
3692,433,2019-02-04 20:00:00,1.0,0.0,3.3
3693,433,2019-02-04 21:00:00,0.6,0.0,2.5
3694,433,2019-02-04 22:00:00,0.5,0.0,2.8
3695,433,2019-02-04 23:00:00,0.8,0.0,3.3
3696,433,2019-02-05 00:00:00,0.4,0.0,3.1
3697,433,2019-02-05 01:00:00,0.1,0.0,3.3
3698,433,2019-02-05 02:00:00,0.4,0.0,4.5
3699,433,2019-02-05 03:00:00,0.6,0.0,4.0
3700,433,2019-02-05 04:00:00,0.7,0.0,3.0
3701,433,2019-02-05 05:00:00,0.7,0.0,3.6
3702,433,2019-02-05 06:00:00,0.3,0.1,3.5
3703,433,2019-02-05 07:00:00,0.9,0.0,3.8
3704,433,2019-02-05 08:00:00,1.4,0.0,4.1
3705,433,2019-02-05 09:00:00,1.8,0.0,3.9
3706,433,2019-02-05 10:00:00,2.3,0.0,2.9
3707,433,2019-02-05 11:00:00,3.0,0.0,2.9
3708,433,2019-02-05 12:00:00,3.5,0.0,2.8
3709,433,2019-02-05 13:00:00,3.8,0.0,3.3
3710,433,2019-02-05 14:00:00,4.0,0.0,3.7
3711,433,2019-02-05 15:00:00,4.1,0.0,3.4
3712,433,2019-02-05 16:00:00,3.9,0.0,3.5
3713,433,2019-02-05 17:00:00,3.9,0.0,3.4
3714,433,2019-02-05 18:00:00,3.7,0.0,3.8
3715,433,2019-02-05 19:00:00,3.6,0.0,2.6
3716,433,2019-02-05 20:00:00,3.6,0.0,3.3
3717,433,2019-02-05 21:00:00,3.3,0.0,2.5
3718,433,2019-02-05 22:00:00,3.2,0.0,3.2
3719,433,2019-02-05 23:00:00,3.2,0.0,2.6
3720,433,2019-02-06 00:00:00,3.2,0.0,2.6
3721,433,2019-02-06 01:00:00,3.2,0.0,2.3
3722,433,2019-02-06 02:00:00,3.1,0.0,2.2
3723,433,2019-02-06 03:00:00,3.2,0.0,2.7
3724,433,2019-02-06 04:00:00,3.1,0.0,1.7
3725,433,2019-02-06 05:00:00,2.4,0.0,1.6
3726,433,2019-02-06 06:00:00,1.1,0.0,2.0
3727,433,2019-02-06 07:00:00,0.8,0.0,2.0
3728,433,2019-02-06 08:00:00,1.1,0.0,2.4
3729,433,2019-02-06 09:00:00,2.3,0.0,2.9
3730,433,2019-02-06 10:00:00,3.5,0.0,4.4
3731,433,2019-02-06 11:00:00,5.3,0.0,3.9
3732,433,2019-02-06 12:00:00,6.2,0.0,4.5
3733,433,2019-02-06 13:00:00,6.2,0.0,4.6
3734,433,2019-02-06 14:00:00,6.3,0.0,3.7
3735,433,2019-02-06 15:00:00,4.9,0.0,3.4
3736,433,2019-02-06 16:00:00,4.1,0.0,2.6
3737,433,2019-02-06 17:00:00,3.7,0.0,3.1
3738,433,2019-02-06 18:00:00,3.7,0.0,1.9
3739,433,2019-02-06 19:00:00,3.7,0.0,2.4
3740,433,2019-02-06 20:00:00,3.4,0.0,2.5
3741,433,2019-02-06 21:00:00,3.1,0.0,2.4
3742,433,2019-02-06 22:00:00,2.7,0.0,2.2
3743,433,2019-02-06 23:00:00,2.1,0.0,2.7
3744,433,2019-02-07 00:00:00,2.5,0.0,2.0
3745,433,2019-02-07 01:00:00,1.9,0.0,2.3
3746,433,2019-02-07 02:00:00,1.2,0.0,2.2
3747,433,2019-02-07 03:00:00,0.6,0.0,2.8
3748,433,2019-02-07 04:00:00,-0.1,0.0,2.0
3749,433,2019-02-07 05:00:00,-0.7,0.0,1.8
3750,433,2019-02-07 06:00:00,-0.5,0.0,2.7
3751,433,2019-02-07 07:00:00,-0.2,0.0,3.3
3752,433,2019-02-07 08:00:00,0.4,0.0,2.2
3753,433,2019-02-07 09:00:00,0.8,0.0,3.3
3754,433,2019-02-07 10:00:00,1.7,0.0,3.9
3755,433,2019-02-07 11:00:00,3.3,0.0,4.1
3756,433,2019-02-07 12:00:00,5.0,0.0,4.8
3757,433,2019-02-07 13:00:00,5.1,0.0,4.9
3758,433,2019-02-07 14:00:00,4.7,0.0,5.4
3759,433,2019-02-07 15:00:00,4.3,0.0,2.8
3760,433,2019-02-07 16:00:00,4.0,0.0,3.8
3761,433,2019-02-07 17:00:00,3.5,0.0,3.4
3762,433,2019-02-07 18:00:00,3.1,0.0,3.3
3763,433,2019-02-07 19:00:00,2.8,0.0,3.0
3764,433,2019-02-07 20:00:00,3.1,0.0,2.8
3765,433,2019-02-07 21:00:00,3.4,0.0,3.9
3766,433,2019-02-07 22:00:00,3.2,0.0,4.4
3767,433,2019-02-07 23:00:00,3.5,0.0,4.8
3768,433,2019-02-08 00:00:00,3.4,0.0,5.2
3769,433,2019-02-08 01:00:00,3.3,0.0,5.2
3770,433,2019-02-08 02:00:00,2.9,0.0,4.3
3771,433,2019-02-08 03:00:00,2.6,0.0,4.4
3772,433,2019-02-08 04:00:00,2.7,0.0,4.1
3773,433,2019-02-08 05:00:00,3.0,0.0,4.0
3774,433,2019-02-08 06:00:00,3.0,0.0,4.4
3775,433,2019-02-08 07:00:00,3.0,0.0,4.0
3776,433,2019-02-08 08:00:00,3.7,0.0,3.9
3777,433,2019-02-08 09:00:00,5.4,0.0,4.8
3778,433,2019-02-08 10:00:00,6.9,0.0,5.0
3779,433,2019-02-08 11:00:00,7.5,0.0,5.4
3780,433,2019-02-08 12:00:00,8.3,0.0,6.4
3781,433,2019-02-08 13:00:00,8.4,0.0,7.1
3782,433,2019-02-08 14:00:00,8.3,0.0,6.2
3783,433,2019-02-08 15:00:00,8.5,0.0,4.9
3784,433,2019-02-08 16:00:00,8.1,0.0,5.2
3785,433,2019-02-08 17:00:00,7.8,0.0,4.1
3786,433,2019-02-08 18:00:00,7.2,0.0,4.2
3787,433,2019-02-08 19:00:00,6.4,0.0,3.7
3788,433,2019-02-08 20:00:00,5.7,0.0,2.6
3789,433,2019-02-08 21:00:00,5.9,0.0,3.4
3790,433,2019-02-08 22:00:00,5.3,0.0,3.6
3791,433,2019-02-08 23:00:00,4.9,0.0,3.2
3792,433,2019-02-09 00:00:00,5.6,0.0,4.0
3793,433,2019-02-09 01:00:00,5.6,0.0,3.6
3794,433,2019-02-09 02:00:00,5.5,0.0,4.6
3795,433,2019-02-09 03:00:00,5.6,0.0,4.3
3796,433,2019-02-09 04:00:00,6.2,0.0,4.1
3797,433,2019-02-09 05:00:00,7.0,0.0,6.0
3798,433,2019-02-09 06:00:00,7.0,0.0,4.9
3799,433,2019-02-09 07:00:00,5.9,0.2,4.4
3800,433,2019-02-09 08:00:00,6.1,0.1,5.2
3801,433,2019-02-09 09:00:00,6.6,0.4,5.8
3802,433,2019-02-09 10:00:00,8.3,0.0,6.0
3803,433,2019-02-09 11:00:00,10.4,0.0,6.1
3804,433,2019-02-09 12:00:00,10.5,0.0,7.4
3805,433,2019-02-09 13:00:00,10.6,0.2,7.3
3806,433,2019-02-09 14:00:00,10.4,0.0,8.0
3807,433,2019-02-09 15:00:00,10.6,0.3,7.9
3808,433,2019-02-09 16:00:00,10.1,0.0,6.7
3809,433,2019-02-09 17:00:00,9.4,0.0,5.6
3810,433,2019-02-09 18:00:00,9.5,0.0,6.8
3811,433,2019-02-09 19:00:00,7.2,0.2,4.8
3812,433,2019-02-09 20:00:00,7.5,0.0,4.6
3813,433,2019-02-09 21:00:00,7.6,0.0,6.2
3814,433,2019-02-09 22:00:00,6.6,0.0,4.1
3815,433,2019-02-09 23:00:00,6.6,0.0,3.8
3816,433,2019-02-10 00:00:00,6.7,0.0,3.0
3817,433,2019-02-10 01:00:00,6.3,0.0,3.4
3818,433,2019-02-10 02:00:00,5.3,0.0,3.2
3819,433,2019-02-10 03:00:00,5.1,0.0,3.9
3820,433,2019-02-10 04:00:00,5.0,0.0,3.9
3821,433,2019-02-10 05:00:00,4.6,0.0,4.1
3822,433,2019-02-10 06:00:00,4.5,0.0,3.3
3823,433,2019-02-10 07:00:00,5.2,0.0,3.0
3824,433,2019-02-10 08:00:00,5.9,0.0,3.8
3825,433,2019-02-10 09:00:00,5.9,0.2,3.3
3826,433,2019-02-10 10:00:00,5.1,2.6,5.6
3827,433,2019-02-10 11:00:00,5.6,1.2,5.1
3828,433,2019-02-10 12:00:00,6.6,1.5,5.3
3829,433,2019-02-10 13:00:00,7.2,0.7,4.9
3830,433,2019-02-10 14:00:00,7.4,1.0,5.1
3831,433,2019-02-10 15:00:00,7.3,0.7,4.1
3832,433,2019-02-10 16:00:00,7.1,0.4,3.5
3833,433,2019-02-10 17:00:00,7.5,0.1,3.7
3834,433,2019-02-10 18:00:00,8.5,0.0,3.9
3835,433,2019-02-10 19:00:00,8.9,0.0,3.9
3836,433,2019-02-10 20:00:00,8.4,0.2,4.5
3837,433,2019-02-10 21:00:00,8.4,0.0,4.4
3838,433,2019-02-10 22:00:00,7.8,0.0,6.8
3839,433,2019-02-10 23:00:00,7.2,0.3,6.5
3840,433,2019-02-11 00:00:00,6.8,0.0,5.2
3841,433,2019-02-11 01:00:00,5.1,0.3,5.5
3842,433,2019-02-11 02:00:00,2.7,0.1,7.7
3843,433,2019-02-11 03:00:00,1.6,0.9,8.1
3844,433,2019-02-11 04:00:00,2.0,1.1,7.7
3845,433,2019-02-11 05:00:00,3.8,0.0,8.6
3846,433,2019-02-11 06:00:00,4.2,0.0,8.2
3847,433,2019-02-11 07:00:00,4.5,0.0,6.8
3848,433,2019-02-11 08:00:00,4.7,0.0,6.7
3849,433,2019-02-11 09:00:00,5.1,0.1,7.6
3850,433,2019-02-11 10:00:00,5.6,0.0,10.0
3851,433,2019-02-11 11:00:00,6.0,0.0,9.7
3852,433,2019-02-11 12:00:00,6.5,0.0,8.1
3853,433,2019-02-11 13:00:00,6.4,0.0,8.7
3854,433,2019-02-11 14:00:00,6.6,0.0,7.2
3855,433,2019-02-11 15:00:00,6.6,0.0,8.5
3856,433,2019-02-11 16:00:00,6.0,0.0,9.7
3857,433,2019-02-11 17:00:00,4.6,0.0,8.1
3858,433,2019-02-11 18:00:00,4.3,0.0,8.2
3859,433,2019-02-11 19:00:00,4.1,0.0,8.4
3860,433,2019-02-11 20:00:00,3.5,0.0,5.6
3861,433,2019-02-11 21:00:00,3.2,0.0,7.2
3862,433,2019-02-11 22:00:00,2.5,0.0,7.4
3863,433,2019-02-11 23:00:00,2.5,0.0,8.4
3864,433,2019-02-12 00:00:00,2.7,0.0,7.8
3865,433,2019-02-12 01:00:00,2.5,0.0,8.5
3866,433,2019-02-12 02:00:00,2.5,0.0,8.1
3867,433,2019-02-12 03:00:00,2.7,0.0,8.2
3868,433,2019-02-12 04:00:00,2.2,0.0,8.5
3869,433,2019-02-12 05:00:00,2.1,0.0,7.2
3870,433,2019-02-12 06:00:00,2.4,0.0,6.9
3871,433,2019-02-12 07:00:00,2.3,0.0,5.3
3872,433,2019-02-12 08:00:00,2.5,0.0,6.1
3873,433,2019-02-12 09:00:00,3.1,0.0,5.6
3874,433,2019-02-12 10:00:00,4.2,0.0,7.4
3875,433,2019-02-12 11:00:00,5.3,0.0,6.8
3876,433,2019-02-12 12:00:00,5.1,0.0,6.0
3877,433,2019-02-12 13:00:00,5.8,0.0,6.6
3878,433,2019-02-12 14:00:00,5.0,0.0,6.4
3879,433,2019-02-12 15:00:00,5.3,0.0,6.1
3880,433,2019-02-12 16:00:00,4.6,0.0,5.3
3881,433,2019-02-12 17:00:00,3.4,0.0,4.0
3882,433,2019-02-12 18:00:00,3.1,0.0,3.2
3883,433,2019-02-12 19:00:00,2.7,0.0,2.4
3884,433,2019-02-12 20:00:00,2.7,0.0,2.3
3885,433,2019-02-12 21:00:00,2.6,0.0,3.2
3886,433,2019-02-12 22:00:00,2.5,0.0,2.5
3887,433,2019-02-12 23:00:00,3.0,0.0,2.6
3888,433,2019-02-13 00:00:00,4.1,0.0,4.9
3889,433,2019-02-13 01:00:00,4.1,0.2,3.8
3890,433,2019-02-13 02:00:00,4.5,0.0,4.0
3891,433,2019-02-13 03:00:00,4.8,0.0,5.1
3892,433,2019-02-13 04:00:00,5.0,0.0,6.2
3893,433,2019-02-13 05:00:00,5.2,0.0,5.4
3894,433,2019-02-13 06:00:00,5.0,0.0,4.1
3895,433,2019-02-13 07:00:00,5.3,0.0,5.1
3896,433,2019-02-13 08:00:00,5.6,0.0,4.8
3897,433,2019-02-13 09:00:00,6.1,0.0,6.1
3898,433,2019-02-13 10:00:00,6.5,0.0,6.8
3899,433,2019-02-13 11:00:00,7.4,0.0,6.0
3900,433,2019-02-13 12:00:00,7.6,0.0,5.8
3901,433,2019-02-13 13:00:00,8.0,0.0,6.5
3902,433,2019-02-13 14:00:00,8.2,0.0,3.8
3903,433,2019-02-13 15:00:00,8.3,0.0,4.1
3904,433,2019-02-13 16:00:00,7.8,0.0,4.5
3905,433,2019-02-13 17:00:00,7.3,0.1,3.4
3906,433,2019-02-13 18:00:00,7.3,0.0,5.2
3907,433,2019-02-13 19:00:00,7.2,0.0,4.8
3908,433,2019-02-13 20:00:00,7.1,0.0,4.6
3909,433,2019-02-13 21:00:00,7.1,0.0,4.9
3910,433,2019-02-13 22:00:00,7.1,0.0,4.1
3911,433,2019-02-13 23:00:00,7.0,0.0,3.5
3912,433,2019-02-14 00:00:00,6.8,0.1,4.1
3913,433,2019-02-14 01:00:00,6.7,0.1,4.0
3914,433,2019-02-14 02:00:00,6.6,0.0,4.5
3915,433,2019-02-14 03:00:00,6.6,0.0,2.9
3916,433,2019-02-14 04:00:00,6.6,0.0,3.9
3917,433,2019-02-14 05:00:00,6.6,0.0,3.6
3918,433,2019-02-14 06:00:00,6.6,0.0,2.2
3919,433,2019-02-14 07:00:00,6.7,0.0,3.3
3920,433,2019-02-14 08:00:00,6.9,0.0,3.4
3921,433,2019-02-14 09:00:00,7.1,0.0,3.7
3922,433,2019-02-14 10:00:00,8.0,0.0,2.7
3923,433,2019-02-14 11:00:00,9.0,0.0,3.5
3924,433,2019-02-14 12:00:00,9.7,0.0,5.1
3925,433,2019-02-14 13:00:00,10.8,0.0,3.0
3926,433,2019-02-14 14:00:00,11.0,0.0,3.6
3927,433,2019-02-14 15:00:00,10.9,0.0,3.1
3928,433,2019-02-14 16:00:00,10.2,0.0,2.6
3929,433,2019-02-14 17:00:00,8.9,0.0,1.5
3930,433,2019-02-14 18:00:00,7.3,0.0,1.0
3931,433,2019-02-14 19:00:00,6.5,0.0,2.0
3932,433,2019-02-14 20:00:00,6.0,0.0,2.0
3933,433,2019-02-14 21:00:00,5.3,0.0,2.0
3934,433,2019-02-14 22:00:00,5.0,0.0,2.1
3935,433,2019-02-14 23:00:00,3.4,0.0,0.9
3936,433,2019-02-15 00:00:00,3.1,0.0,0.9
3937,433,2019-02-15 01:00:00,2.5,0.0,0.5
3938,433,2019-02-15 02:00:00,1.9,0.0,1.1
3939,433,2019-02-15 03:00:00,1.6,0.0,0.7
3940,433,2019-02-15 04:00:00,1.1,0.0,1.0
3941,433,2019-02-15 05:00:00,0.9,0.0,0.8
3942,433,2019-02-15 06:00:00,0.5,0.0,1.0
3943,433,2019-02-15 07:00:00,0.8,0.0,1.5
3944,433,2019-02-15 08:00:00,3.3,0.0,1.1
3945,433,2019-02-15 09:00:00,5.2,0.0,1.0
3946,433,2019-02-15 10:00:00,7.9,0.0,1.7
3947,433,2019-02-15 11:00:00,10.8,0.0,2.1
3948,433,2019-02-15 12:00:00,12.5,0.0,2.6
3949,433,2019-02-15 13:00:00,13.6,0.0,1.8
3950,433,2019-02-15 14:00:00,14.5,0.0,1.8
3951,433,2019-02-15 15:00:00,15.2,0.0,0.3
3952,433,2019-02-15 16:00:00,13.4,0.0,1.6
3953,433,2019-02-15 17:00:00,11.0,0.0,1.5
3954,433,2019-02-15 18:00:00,8.2,0.0,0.8
3955,433,2019-02-15 19:00:00,9.0,0.0,2.0
3956,433,2019-02-15 20:00:00,7.8,0.0,1.3
3957,433,2019-02-15 21:00:00,7.1,0.0,1.9
3958,433,2019-02-15 22:00:00,7.1,0.0,2.4
3959,433,2019-02-15 23:00:00,6.0,0.0,1.2
3960,433,2019-02-16 00:00:00,5.2,0.0,1.4
3961,433,2019-02-16 01:00:00,4.5,0.0,1.8
3962,433,2019-02-16 02:00:00,2.9,0.0,0.7
3963,433,2019-02-16 03:00:00,1.6,0.0,0.6
3964,433,2019-02-16 04:00:00,1.4,0.0,1.4
3965,433,2019-02-16 05:00:00,1.0,0.0,1.4
3966,433,2019-02-16 06:00:00,0.9,0.0,1.1
3967,433,2019-02-16 07:00:00,-0.4,0.0,0.8
3968,433,2019-02-16 08:00:00,4.3,0.0,1.5
3969,433,2019-02-16 09:00:00,7.5,0.0,2.4
3970,433,2019-02-16 10:00:00,10.1,0.0,2.9
3971,433,2019-02-16 11:00:00,12.0,0.0,4.6
3972,433,2019-02-16 12:00:00,14.0,0.0,4.0
3973,433,2019-02-16 13:00:00,15.7,0.0,3.1
3974,433,2019-02-16 14:00:00,16.6,0.0,3.0
3975,433,2019-02-16 15:00:00,15.8,0.0,4.0
3976,433,2019-02-16 16:00:00,14.6,0.0,3.9
3977,433,2019-02-16 17:00:00,12.4,0.0,1.8
3978,433,2019-02-16 18:00:00,11.1,0.0,1.7
3979,433,2019-02-16 19:00:00,7.9,0.0,1.1
3980,433,2019-02-16 20:00:00,8.6,0.0,2.5
3981,433,2019-02-16 21:00:00,7.4,0.0,2.3
3982,433,2019-02-16 22:00:00,5.7,0.0,0.9
3983,433,2019-02-16 23:00:00,5.3,0.0,1.2
3984,433,2019-02-17 00:00:00,4.3,0.0,1.2
3985,433,2019-02-17 01:00:00,3.2,0.0,1.1
3986,433,2019-02-17 02:00:00,2.6,0.0,0.9
3987,433,2019-02-17 03:00:00,2.6,0.0,1.3
3988,433,2019-02-17 04:00:00,1.2,0.0,0.7
3989,433,2019-02-17 05:00:00,1.8,0.0,1.3
3990,433,2019-02-17 06:00:00,1.1,0.0,0.7
3991,433,2019-02-17 07:00:00,0.9,0.0,0.6
3992,433,2019-02-17 08:00:00,2.9,0.0,0.4
3993,433,2019-02-17 09:00:00,6.5,0.0,0.8
3994,433,2019-02-17 10:00:00,9.1,0.0,0.6
3995,433,2019-02-17 11:00:00,10.8,0.0,1.5
3996,433,2019-02-17 12:00:00,12.5,0.0,2.0
3997,433,2019-02-17 13:00:00,14.1,0.0,1.4
3998,433,2019-02-17 14:00:00,13.9,0.0,1.4
3999,433,2019-02-17 15:00:00,13.4,0.0,1.8
4000,433,2019-02-17 16:00:00,12.5,0.0,1.4
4001,433,2019-02-17 17:00:00,10.7,0.0,2.1
4002,433,2019-02-17 18:00:00,9.5,0.0,2.4
4003,433,2019-02-17 19:00:00,8.2,0.0,1.4
4004,433,2019-02-17 20:00:00,6.3,0.0,1.7
4005,433,2019-02-17 21:00:00,6.1,0.0,1.7
4006,433,2019-02-17 22:00:00,5.0,0.0,1.9
4007,433,2019-02-17 23:00:00,4.4,0.0,1.3
4008,433,2019-02-18 00:00:00,3.8,0.0,1.4
4009,433,2019-02-18 01:00:00,3.2,0.0,1.1
4010,433,2019-02-18 02:00:00,3.0,0.0,1.4
4011,433,2019-02-18 03:00:00,1.6,0.0,0.9
4012,433,2019-02-18 04:00:00,0.6,0.0,0.9
4013,433,2019-02-18 05:00:00,0.6,0.0,0.9
4014,433,2019-02-18 06:00:00,0.9,0.0,0.8
4015,433,2019-02-18 07:00:00,1.1,0.0,0.8
4016,433,2019-02-18 08:00:00,3.8,0.0,1.1
4017,433,2019-02-18 09:00:00,6.7,0.0,1.4
4018,433,2019-02-18 10:00:00,10.6,0.0,0.9
4019,433,2019-02-18 11:00:00,11.8,0.0,1.7
4020,433,2019-02-18 12:00:00,13.6,0.0,1.7
4021,433,2019-02-18 13:00:00,14.8,0.0,2.3
4022,433,2019-02-18 14:00:00,15.0,0.0,2.7
4023,433,2019-02-18 15:00:00,15.1,0.0,2.1
4024,433,2019-02-18 16:00:00,14.2,0.0,1.8
4025,433,2019-02-18 17:00:00,12.3,0.0,1.5
4026,433,2019-02-18 18:00:00,10.9,0.0,1.6
4027,433,2019-02-18 19:00:00,9.4,0.0,1.6
4028,433,2019-02-18 20:00:00,8.6,0.0,1.9
4029,433,2019-02-18 21:00:00,6.5,0.0,0.9
4030,433,2019-02-18 22:00:00,5.6,0.0,1.1
4031,433,2019-02-18 23:00:00,5.6,0.0,1.4
4032,433,2019-02-19 00:00:00,5.3,0.0,2.5
4033,433,2019-02-19 01:00:00,4.9,0.0,2.1
4034,433,2019-02-19 02:00:00,5.1,0.0,3.0
4035,433,2019-02-19 03:00:00,4.7,0.0,2.5
4036,433,2019-02-19 04:00:00,4.8,0.0,3.6
4037,433,2019-02-19 05:00:00,5.1,0.0,4.2
4038,433,2019-02-19 06:00:00,4.8,0.0,3.5
4039,433,2019-02-19 07:00:00,5.0,0.0,3.2
4040,433,2019-02-19 08:00:00,6.1,0.0,3.6
4041,433,2019-02-19 09:00:00,7.7,0.0,3.5
4042,433,2019-02-19 10:00:00,9.0,0.0,4.3
4043,433,2019-02-19 11:00:00,9.0,0.0,5.5
4044,433,2019-02-19 12:00:00,9.6,0.0,4.9
4045,433,2019-02-19 13:00:00,9.7,0.0,4.7
4046,433,2019-02-19 14:00:00,9.7,0.0,5.7
4047,433,2019-02-19 15:00:00,10.0,0.0,5.4
4048,433,2019-02-19 16:00:00,9.5,0.0,5.2
4049,433,2019-02-19 17:00:00,9.3,0.0,4.9
4050,433,2019-02-19 18:00:00,9.2,0.0,5.5
4051,433,2019-02-19 19:00:00,9.0,0.0,5.2
4052,433,2019-02-19 20:00:00,6.9,0.2,9.8
4053,433,2019-02-19 21:00:00,6.2,0.2,4.6
4054,433,2019-02-19 22:00:00,6.2,0.0,3.8
4055,433,2019-02-19 23:00:00,6.0,0.0,3.9
4056,433,2019-02-20 00:00:00,6.0,0.0,4.1
4057,433,2019-02-20 01:00:00,6.2,0.0,4.1
4058,433,2019-02-20 02:00:00,6.3,0.0,4.7
4059,433,2019-02-20 03:00:00,6.4,0.0,5.0
4060,433,2019-02-20 04:00:00,5.9,0.0,3.9
4061,433,2019-02-20 05:00:00,6.4,0.0,4.5
4062,433,2019-02-20 06:00:00,6.6,0.0,3.9
4063,433,2019-02-20 07:00:00,6.7,0.0,3.4
